name,rate,votes
Sankranthi Veg Restaurant,3.0,102
Aramane Donne Biriyani,3.9,189
Cafe Potpourri,3.7,131
Mani's Dum Biryani,4.2,373
Amontron,3.9,435
A M Biryani Hotel,3.3,6
Birinz,4.1,292
Just Shawarma,3.6,137
Hyderabadi Bawarchi,3.2,133
Fish Chain,3.9,37
Prasiddhi Food Corner,3.7,170
Biriyani Bhatti,3.7,21
Hyderabad Biryaani House,3.6,794
Galito's,4.6,404
C. K. Mega Hot Food,3.9,100
Lassi Shop,3.9,38
Red Chilli Restaurant,3.2,93
RSS Donne Biryani,3.3,58
Rajdhani Thali Restaurant,3.9,561
PHEW (Play Hard Eat Wild),3.9,486
New Kabab Zone,3.6,102
Bawarchi Paradise,3.5,89
Shree Udupi Grand,3.5,17
Chicken County Grand,3.9,320
Roll Over,4.1,237
Darjeeling Momos & Fast Food Center,3.8,37
Veruthe Oru Thattukada,3.7,27
Savoury - Sea Shell Restaurant,3.9,1227
Warm Oven,3.9,32
Firangi Bake,4.0,95
Zaitoon,4.1,1538
Kundana,3.7,110
Food Ka Masti,3.2,45
The Shawarma Shop,4.1,381
Momo Junction,3.8,87
Antilla Aromas,3.7,18
Faasos,3.9,251
Punjabi Food Corner,3.0,353
Mealer.in,4.0,205
Pathaan Sir,3.9,183
Cold Stone Creamery,3.9,99
Hari Super Sandwich,3.9,13
Amritsari Kulcha Land,4.1,260
Chokha Chowka,3.9,355
Gorbandh,4.1,83
Grills & Rolls,2.5,321
Bathinda Junction,3.9,362
Stories,4.2,2166
New Gongura's,3.7,43
Sagar Grand,3.8,30
Kanti Sweets,4.0,182
UBQ By Barbeque Nation,3.4,9
Agarwal Food Service,3.8,265
Daniyal's,3.1,41
Seasons,3.8,500
Chef Delicacies,3.1,7
Chung Wah,4.0,532
Indiana Burgers,3.4,23
Moksha,3.6,42
Marwa Restaurant,3.5,551
Chaatimes,3.9,100
Shanghai Court,4.2,421
Akshaya Donne Biriyani,3.1,38
Sweet Truth,3.7,33
Bhojohori Manna,3.7,662
Richie Rich,3.1,14
Hunger Bee,3.8,54
Yum In My Tum,4.1,92
Maggi N Maggi House,3.4,22
Fresh Dinner,3.1,105
B.M.W Bhookh Mitaane Wala,3.5,8
Biryani Miya,3.7,36
Krispy Kreme,3.7,14
Paani Kum Chai,4.0,23
Chulha Chauki Da Dhaba,4.2,2350
SGS Non Veg - Gundu Pulav,3.9,120
Dreamcatcher,3.9,49
Magix's Parattha Roll,3.7,184
Elegant Dining,3.6,225
AlienSip,3.6,11
Waffle Head,4.0,35
Samruddhi Biryani,3.0,45
Ande Ka Funda,3.2,56
Basmati Delights,4.0,869
Charlee's Chicken,3.2,34
Samosa Singh,4.0,153
Cravings,3.7,139
Nagas,3.1,10
Matka,3.7,181
Punjabi Swag,3.9,669
Taco Bell,3.7,168
Ambur Star Dum Biryani,3.4,17
Mother's Rasoi,3.8,170
Dosa Bazaar,4.0,112
Babu Moshai,3.0,43
The Bong Palate,3.8,58
Gowdru Mane Oota,3.7,80
Banashankari Nati Style,3.6,8
Upahara Darshini,4.0,167
Chandrima's Kitchen,3.7,38
Keventers,3.8,29
Bikaner Jn,3.9,85
Crunch Pizzas,2.6,473
Lassi Berg,3.4,13
Kakal-Kai Ruchi,3.7,217
Manchu Cafe,3.8,21
Calorie Express,3.6,192
BANGALORE BOX,4.2,611
Yummy Momos,3.6,44
Hotel Khaaja,3.1,68
The Gujarat Express,3.1,16
Ovenstory Pizza,4.0,166
Slate Cafe,4.1,46
Vishal Foods,3.3,57
Lassi Darbar,3.5,11
Chavadi,4.4,2233
Nanna Munna Paratha House,4.0,107
Cucumber Town,4.2,306
Sri Sai 99 Variety Dosa,3.7,32
Oye Amritsar,3.8,756
Kolkata Famous Kati Roll,3.5,11
Nellore Ruchulu,3.7,30
Brewsky,4.4,4309
Chefeana,4.0,212
Bangaliana,2.9,153
Gud Dhani,4.0,827
The Hunger Room,3.9,36
McDonald's,4.0,256
Parisar Veg Restaurant,3.6,8
WAFL,3.9,40
Deejas Kitchen,3.9,73
Pancuzzi,4.2,169
Zhang's - Chinese Restaurant,4.1,586
Shagun Sweets & Foods,3.5,221
Eat Well,2.9,22
Dev's Gugababa,3.5,177
Oogway Express,3.9,347
Domino's Pizza,3.0,347
Pizza Stop,3.9,385
Balaji Bombay Vada Pav Gujrati Dalebi,3.8,37
The Cake Ville,3.2,18
The Egg Factory,4.0,1305
Chow San,3.0,122
New Udupi Grand,3.5,47
New Karawali Lunch Home,3.5,20
SR Choco Station,3.4,7
Momo Jojo,4.3,539
Simply Indian,3.9,681
Delhi Biryani Cafe,3.5,10
Rithika's Kitchen,3.8,106
Punjabi Times,4.1,1025
Chai Point,3.6,132
Cafe Coffee Day,3.7,26
Cravy Wings,4.2,289
Funky Punjab,3.9,407
A1 Garam Masala,3.6,25
Punjabi Corner,3.9,201
Guru Palace,3.1,106
#refuel,3.7,37
Biggies Burger 'n' More,4.1,203
Zeeshan,3.1,320
Ambara Gardenia,3.8,257
LayerBite,3.8,9
Five Star Chicken,3.2,100
Bhavani Chats,3.6,34
Shawarma Inc,3.2,4
More Pizza,3.8,46
Butterly,3.9,102
Crafted Plate,4.2,237
Shetty's Kitchen,3.7,108
Machali Port,3.9,34
Naati Manae,3.1,10
Mad Over Biryani,3.3,8
Garma Garam,3.2,144
Sambram Biriyani Paradise,3.5,97
Mr. Meetharam,3.2,34
The Coastal Crew by Fujian on 24th,4.2,1028
BIB - Breakfast in the Box,3.8,84
Angel Restaurant,2.8,165
Wow Momo,3.3,12
Pizza Da Dhaba,2.9,57
Kalpavruksha,3.9,99
Juice Land,3.9,141
Tandoor And Spice,4.0,181
Rock Stone Ice Cream Factory,4.0,128
Paratha Plaza,3.8,171
Krishna Vijayashree,3.5,13
Soup Station,3.6,9
Tasty Point,3.3,9
Natural Mumbai Kulfi,3.5,8
Namma Kudla,3.9,200
Triveni,3.6,33
Wangs Kitchen,3.0,114
RK Fresh Food,3.5,12
Alif Restaurant,3.6,26
Dine One One Restaurant,3.6,15
Pallavas Veg Cuisine,3.6,46
The Food Cottage,3.7,48
Brundhavana Pure Veg,3.7,98
Spice Up,3.8,146
Suryawanshi,3.7,16
Tempteys,4.2,248
DeliBox.in,3.7,67
FRYBIES,3.3,15
Crumb Together,4.1,583
The Foodyz,3.7,42
Bean D'er Cafe,3.5,8
Chaat Chatore,3.1,19
Black Mug Cafe,3.7,171
Taste Of Kolkata,3.1,59
Y Not Restaurant,3.1,4
24/7 Food Service,3.0,7
Meat And Eat,3.7,79
Modern Restaurant,3.0,17
Vinaya Coffee Moments,3.7,46
Burrito Boys,3.0,6
Trippy Paradise,2.6,59
Biryani Magic,3.5,31
Nagarjuna,4.2,1278
Laddoos,3.4,276
New Prashanth Hotel,3.1,64
Waffle Stories,4.0,69
Late Night,3.7,288
Kettle & Kegs,3.3,4
Waffle Walle,4.3,676
Dakshin Cafe,4.1,140
Shake It Off,4.0,65
Bombay Kulfi,3.7,41
Chaat Central,3.3,4
Two Friends Cauldron,4.1,448
Bun Town,4.0,203
Garden Fresh,3.9,50
Dhabeliwala,3.8,44
Rayaan's BBQ,3.3,6
Chaat Junction,3.7,49
Asharfilal,3.5,10
Street Foods by Punjab Grill,3.6,19
Tiwari's Ghee Paratha and Chats,3.2,6
Spurthi Foods,3.7,71
Melting Pot at Woodrose,3.7,19
Pot Biryani,3.1,166
Thanco's Natural Ice Cream,3.6,27
Mango Tree- The Beer Garden,4.1,1320
Dessi Cuppa,3.4,4
Halli Mane MUDDE OOTA,3.5,14
Eat & Joy Restaurant,3.0,7
Wow Vada Pav,3.3,46
The Jade Kitchen,4.0,116
Krishna Vaibhava,3.5,40
Sandwichwallas,3.6,32
Drunken Monkey,4.4,288
Woodee Pizza,2.7,85
Nandhanus Rasoi,3.4,9
Donne Biriyani Mane,3.2,6
Fish And Dish,3.6,22
Miss Momo,3.2,12
Funky Punjab,3.9,124
Intalia,3.6,323
Chicken County Restaurant,3.5,10
Velvet Kitchen,3.5,15
Hotel Aradhana,3.7,51
The Chervil,4.2,229
Sri Rajasthani Foods,3.6,8
New Royal Treat,2.8,102
I Cool,4.0,76
Mahek Pizza,3.9,38
Asha Sweets Centre,3.9,42
KC Das- Sweet World,3.3,5
Stoned Monkey,3.9,239
Panther Cafe,3.5,8
Udupi Upachar,3.3,12
Juicy Momos,3.1,21
Roots n Fruits,3.6,13
Kaizen Wellness Kitchen,3.7,37
Big Mishra Pedha,3.3,7
Mad Over Donuts,3.1,17
Kolkata Famous Kati Rolls,3.1,25
Vinaya Cafe,3.7,55
RBP Greens Garden,2.7,48
Dazu Momoz,3.1,8
Desi Dhaba,3.3,13
World of Waffles,3.9,178
Pika's Kitchen,3.4,24
Lassi Cafe,3.4,16
New Mogul Empire,3.4,5
Atithi Biryani Corner,3.3,4
Oottupura Family Restaurant,3.4,224
Tisano Cafe,3.8,54
Yumme Veg,3.6,14
Shree Guru Raghavendra Chats Chintamani Special,3.6,26
Vyanjan,3.9,199
Havmor,3.5,21
Sri Sankara Cafe,3.6,26
Bhaijaan Barbeques,3.4,8
Sri Krishna Sagar,3.4,19
Chatter Platter,3.5,28
Bikaneri Sweets,3.4,19
Watson's,4.0,1010
Sri Nandi Grand,3.4,6
Chicken Man,3.8,72
Chef Baker's,3.6,23
Sree Ganesha Fruits & Juice,3.4,5
Goli Vada Pav No. 1,3.2,44
Nandhana Palace,4.1,1000
Biryani Nights,3.6,19
Thejas Bhavan,3.5,27
Kababish Restaurant,3.6,15
Graffitea,3.7,16
Gappe,3.8,32
On The Nose,3.8,613
Juicy & Spicy,3.1,4
Eat Repeat Express,3.2,20
TFI - The Fresh Ice Cream,3.2,41
Mirch Masala,3.4,6
Just Chill,3.4,54
Bengalooru Tiffany's,3.0,38
Udupi Thaja Thindi,2.9,42
Baba Ka Dhaba,3.7,194
Hot Burg,3.5,51
Northern Bites,3.3,50
Hotel Smile,3.1,6
Roll Wala,3.3,7
Natural Ice Cream,4.3,423
Biriyani Mane,3.7,158
F3 Food Fun Fiesta,3.3,31
Churchill's,4.1,1403
Kulkarni's New Uttara Karnataka Food Speciality Stores,3.4,6
The Hungers Zone,3.8,57
Brew Point,3.6,10
The Chocolate Room,3.9,153
Aramane Restaurant,2.9,90
Hunger2Eat,3.8,27
BBQ Ride 46,3.4,7
Bawarchi Inn,3.1,140
Ruh's Cafe,4.1,463
Eatery Have U Been,3.4,36
Mojo Pizza - 2X Toppings,4.2,384
Upahar Banashree,3.4,18
Me And My Cake,3.1,8
Bhojon Tripti,2.9,24
New South Corner,3.7,20
Khana Khazana,3.7,22
China Tang,3.7,41
California Burrito,4.0,177
Tandoor Garden,3.6,70
Caffe Pascucci,4.0,790
Freeze It,3.6,6
Meal Square,3.2,8
Chaitanya Cafe,3.9,92
Anand Sweets and Savouries,4.1,131
Tasty Jigarthanda,3.4,10
Berrylicious,3.8,89
RCS Kitchen,3.3,34
Pappu Da Dhaba,3.0,57
Smoke - The Sizzler House,3.8,92
Sandwich Shop,2.9,47
Joon Restaurant,3.7,31
Shree Udupi Grand,3.8,14
Snack Knack,3.0,36
Chung Wah Opus,3.0,57
Chef & Dine,3.2,57
Once In Nature,3.7,37
Manjushree Upahara,3.8,31
Hotel Annapoorna,3.2,9
Dream a Dozen,4.3,133
Bread Crumbs Bakery,4.0,164
Nite Out,3.9,161
Cupcake Bliss,3.5,9
Armaani Caffe,3.5,12
Muddhe Bytes,3.4,9
Bombay Kulfis,3.5,9
Willys Top Cafe,4.0,308
Mist n Creams,3.7,15
Papacream,3.7,17
Woody's,2.6,208
JP Fish Land,3.6,24
Pepper Crown Restaurant,3.2,7
Pizza Paradise,3.6,59
The Curry Hut Plus,3.4,116
Brews N Bites,2.7,48
Skytouch Le Cafe,3.7,127
Malabar Mess,3.7,43
Malabar Cafe,3.3,4
Tangra Indo - Chinese Cuisine,3.6,29
Juice Junction,2.9,19
Mudpipe Cafe,3.9,727
Xpress Chai,3.3,6
Vaho Kafe & Pressery,3.9,125
Zhangs Classic,2.6,170
Guru Greens,3.8,89
D View Cafe,4.0,507
The Cuboidal,3.6,16
Delifusion - Hunger Sorted,3.3,6
Flavour of China,3.8,254
Gujrati Mess,3.6,18
Cake-O-Mania,3.4,7
The Park Inn Restaurant,3.0,18
The Cravery,2.6,18
Eagle Ridge,3.2,8
Vidya Cafe,3.2,4
Kabab Treat,2.8,334
Limra Hotel,3.3,26
Cafe Arabica,3.8,69
Smoor,3.6,18
Kafe Nook,3.6,35
Kumbha Bhojanam,3.6,11
Yummerica Fries,3.3,16
Frozen Bottle,3.6,59
Casa Piccosa,4.1,842
Rolls On Wheels,3.4,25
Bake Addiction,4.0,88
Tongue Twisters,3.5,283
Hot Rolls & House Of Kebabs,3.1,55
Aami Kolkata,3.3,5
Vaathsalya Millet Cafe,4.1,293
Chaatimes,4.1,9
Hungry Buddies,3.3,33
The Chaat Shop,3.2,9
TheRiceBowl.In,3.4,19
Guru Garden,2.9,106
Cakes By M,3.4,7
Brewz Coffee,3.0,61
Fritz Haber,3.4,4
Athithi,2.8,80
Shee-Sha Cafe,3.6,39
Melt - Eden Park,4.0,347
Roll N Rock,3.7,33
Smooth Blender,3.4,7
Sri Bhagya Grand,3.4,186
Shree Guru Juice 'N' Ice,3.3,5
Bhavya Military Hotel,3.5,18
Neals Cafe,3.1,14
Flavorsome Bakes,4.0,93
Bake-ooh,3.7,17
The Yummy Tummy,3.5,13
Mast Kalandar,2.4,183
Sultan's Biryani,3.0,12
Halli Sogasu,3.0,15
Crepe Nation,3.8,12
RICE BAR,3.1,7
Kanika Biryani Paradise,3.4,15
Resto,3.7,40
New Tandoori Point,3.3,9
Shiv Sagar,2.9,85
Little Shangai,3.3,4
Nadella's Kitchen,3.3,4
Uncle's Kitchen,2.8,12
Coastal Inn,3.4,66
Mom's Momos,3.3,6
Aishwarya Parkland,2.9,59
Slice of Spice,3.1,4
Bao and Rolls,3.6,19
Andhra Bhojanam,3.6,21
Kanchan Dhaba,3.2,4
Encyclofoodia,3.9,26
Bella?s Kitchen,2.9,31
Food Feast Multicusine Restaurant,3.3,16
Bangalir Rannaghar,2.9,58
Sai Samosa & Chat Corner,3.3,9
Lalchee's Rasoi,3.6,162
Kailash Parbat,2.7,67
Dream's Kitchen,3.1,7
Tandoor Hut,2.2,90
The Chocolatiers,3.5,14
Ballava,3.3,5
Zaika Take Away,2.4,96
Snackiey,3.5,11
Sandwich Mamas,3.2,4
The Shake Factory Originals,3.3,8
Foodiction,2.9,54
Hotel Lakshmi Paradise,3.3,7
Desi Bites,3.3,4
Shiv Sai,3.2,4
D2V Cafe,3.6,13
The Juicy,3.5,13
Feast and Burp,3.3,4
Zengi Pub & Restaurant,3.7,30
Cafe Indiana,3.5,17
Cafe Choco Craze,3.7,9
Ammi's Biryani,2.4,392
Multi Cakes,3.0,9
Bhukkad,3.1,7
Malhar Maharashtrian Cuisine,4.0,101
Mandi,3.8,560
Pallavi North Indian Veg Restaurant,3.7,243
Restro Cafe,3.8,30
Idly Pidly,3.2,148
Vasudev Adiga's,2.3,291
TGI Fridays,3.9,1337
Just Bake,2.6,22
Earth Plate Express,3.9,33
Gharelu Zaika,3.7,22
Apsara Ice Cream,4.0,65
Jiyo Natural,3.6,14
Zyksha,3.4,9
Biryani Times,3.5,16
Targaryen's Kitchen,3.6,43
Sakshi,3.0,38
MK Dabbawala,3.0,22
Desi Vibes,3.7,46
The French Loaf,2.9,25
Kulfi & More,3.7,46
Dal Roti,3.7,117
Deja Vu Resto Bar,4.4,2487
Jhasaa,3.2,8
Status,3.2,66
Juice Fresco & Pizza,3.4,12
BMR Hyderabad Biryani,3.6,24
Dakshin Food Palace,3.7,42
Darjeeling Momo Adda,3.1,81
Bottle Breacher,4.1,1187
Special Biriyani,2.9,4
Sattvam,4.3,353
The Tucck Box,3.4,7
Swad Plaza,3.4,6
Sweet Chariot,2.8,25
Kesariya,4.2,1212
Swad Restaurant,3.7,115
Checkpost,4.1,952
Mango Greens,3.9,49
Nandhini Paradise,3.8,915
New Kabab Plaza,3.7,135
Coastal Mama,4.1,466
Waah Biryani,3.8,115
Rara Avis,3.9,61
Chillz,3.5,9
Sri Lakshmi Curries & Pickles,2.9,60
Baskin Robbins,3.9,86
Royal Chef Naati Oota,4.0,193
Cafe Hops,3.7,24
Flow - Terrace Bar & Grill,3.8,82
Ningi Family Restaurant,3.5,10
Advika Briyani Center,3.4,8
Sai Jagannath Food and Chats Point,3.8,23
Joey's,3.7,43
Sree Krishna Kafe,3.9,115
Dilish Kitchens,3.7,28
Daily Bread,3.2,63
Shanmukha,3.1,39
Jaganath Restaurant And Hotel,3.2,8
Thayee Touch,3.6,30
Eten,3.8,32
Owl's Kitchen,3.1,44
Kakal Kai Ruchi,3.9,30
Hearts Unlock Cafe,3.2,11
Blue Berry Restaurant,2.9,17
Deccan Spice,3.5,65
Desi Wok,2.7,76
Namana Garden,2.6,75
Day N Night Kitchen,3.2,35
Andhra Grills,3.0,55
Appam Centre,3.2,4
Sea Horse,3.4,9
Sang Grail,3.6,34
Petoo,3.7,48
Night Panda,2.9,39
E2 - EntrÃÂÃÂÃÂÃÂ©e Envoy,3.5,13
Aha Juice Bar,3.6,13
Tandoori Spot,3.5,13
Night Hunger,3.1,6
Chicken Dera,3.0,25
Cocoa 'n' CrÃÂÃÂÃÂÃÂ¨me,3.5,11
Thirsty Tiger,3.5,51
Bay Root,3.7,24
BTM Cakes,3.3,8
Spicy World,3.4,7
Shiv Sagar,3.6,10
Kamat Swaad,3.9,193
Ishta Cafe,3.9,63
Combo Studio,3.1,16
Tastte!!,3.7,21
Kanhaiyas,3.6,10
Juice Lounge,3.1,28
Tandoor Nation,3.0,39
Indian Kitchen Eateries-IKE,3.4,8
The Little Kitchen,3.4,8
Diya's Findish,3.3,6
Laa Raiba Restaurant,3.3,7
Bhavani Upahara,3.3,9
Sampoorna,3.6,70
Cafe Mist,3.8,186
Fat Chef Biryani Wale,3.3,28
Kesar Restaurant,3.6,48
Chawla's 2 Online.com,3.5,5
Namma Halli Jonne Biryani,3.3,4
The Biriyani Factory,3.1,29
Insta Cafe,2.9,7
Natural Ice Cream,4.3,423
Amma's Pastries,4.0,102
Anand Sweets and Savouries,4.1,131
Bread Crumbs Bakery,4.0,164
Butterly,3.9,102
Cakes By M,3.4,7
Cakebuy,3.9,70
Polar Bear,3.9,188
World on a Swirl,3.8,46
Waffle Walle,4.4,677
WAFL,3.9,40
Cold Stone Creamery,3.9,99
Flavorsome Bakes,4.0,93
Bake-ooh,3.7,17
Cafe Arabica,3.8,69
Krispy Kreme,3.7,14
Smoor,3.6,18
Kanti Sweets,3.5,13
Keventers,3.8,29
Baskin Robbins,3.6,22
Lassi Shop,3.7,54
L J Iyengar Bakery,3.2,6
Ice Bowl,3.4,8
Just Bake,3.2,46
Big Mishra Pedha,3.3,7
Sweet Chariot,2.8,25
The French Loaf,2.9,25
Bikaneri Sweets,3.4,19
Sweet Truth,4.1,41
K.C Das,3.4,8
TFI - The Fresh Ice Cream,3.2,41
Mad Over Donuts,3.1,17
Antilla Aromas,3.7,19
Chef Baker's,3.6,23
Mist n Creams,3.6,10
Mr Gola,3.4,8
Cake-O-Mania,3.4,7
The Chocolatiers,3.5,14
Cafe Indiana,3.5,17
Frosty Creams,3.7,13
Cafe Choco Craze,3.7,9
Squeez Juice Bars,3.1,9
Kulfi Adda,3.4,5
The Sandesh Factory,3.2,4
Cafe Coffee Day,3.7,26
Multi Cakes,3.0,9
Asharfilal,3.5,10
Apsara Ice Cream,4.0,65
Two Friends Cauldron,4.1,448
Slate Cafe,4.1,46
Mango Greens,3.9,48
Dream a Dozen,4.3,132
Roll Over,4.1,237
Stoned Monkey,3.9,239
TAB - Take A Break,4.1,521
Amma's Pastries,3.6,11
Cakes And Crumbs,3.4,8
Cafe Hops,3.7,24
Cream Stone,4.0,319
Berrylicious,3.8,89
Daily Bread,3.2,63
CakeZone,3.7,13
Papacream,3.7,17
Venkateshwara Sweets and Restaurant,3.6,40
Calvin's,2.9,231
Mr. Meetharam,3.2,34
Mini Forest,3.3,6
Kulfi & More,3.3,4
The Cake Ville,3.2,18
Delhi Sweets,3.1,10
Frozen Bottle,3.6,59
Bombay Kulfi,3.7,41
Havmor,3.5,21
Cocoa 'n' CrÃÂÃÂÃÂÃÂ¨me,3.5,11
eat.fit,4.5,1179
Warm Oven,3.9,33
BTM Cakes,3.3,8
Whisk' N Creme',3.5,11
Hyderabad Biryaani House,3.6,796
Seasons,3.8,500
Simply Indian,3.9,681
Dande's Hyderabad Biryani,3.8,207
Chung Wah,4.0,532
Tisano Cafe,3.8,54
Pika's Kitchen,3.4,24
Nellore Ruchulu,3.7,31
Shanghai Court,4.2,421
Chicken County Grand,3.9,319
Punjabi Times,4.1,1025
Elegant Dining,3.6,225
Cafe Kabana,4.0,200
Dadi's Dum Biryani,4.0,739
Veruthe Oru Thattukada,3.8,149
Butterly,3.9,102
Kundana,3.7,110
Black Mug Cafe,3.7,171
#refuel,3.7,37
Malabar Mess,3.7,43
Krishna Vijayashree,3.5,13
Pallavas Veg Cuisine,3.6,46
Guru Palace,3.1,106
Suryawanshi,3.7,16
Savoury - Sea Shell Restaurant,3.9,1227
Tulips,3.1,19
Vaho Kafe & Pressery,3.9,124
Kabab Treat,2.8,335
Dreamcatcher,3.9,49
Chef & Dine,3.2,57
Guru Greens,3.8,89
A2B - Adyar Ananda Bhavan,2.7,425
Malhar Maharashtrian Cuisine,4.0,101
Hyderabadi Bawarchi,3.2,133
Eagle Ridge,3.2,8
Beijing Bites,2.7,160
Cafe Coffee Day,3.6,19
Sri Bhagya Grand,3.4,186
Cafe Arabica,3.8,69
Upahar Banashree,3.4,18
Starbucks,3.9,52
Sakshi,3.0,38
Kabab Magic,3.7,311
Triveni,3.6,33
Drunken Monkey,4.4,288
Marwa Restaurant,3.5,551
Chow San,3.0,122
Thalassery Food Court,3.1,4
Chicken County Restaurant,3.5,10
Guru Garden,2.9,106
Guru Paradise,2.9,200
Status,3.2,66
Athithi,2.8,80
Shee-Sha Cafe,3.6,39
Diletto,3.5,16
Terrace Lounge,3.6,25
Utsav Restaurant,3.6,23
Halli Sogasu,3.0,15
D2V Cafe,3.6,13
Northern Bites,3.3,50
Bhaijaan Barbeques,3.4,8
Pepper Crown Restaurant,3.2,7
Zhangs Classic,2.6,170
Kanika Biryani Paradise,3.4,15
Fresh Lemon Soda,3.1,5
Coastal Inn,3.4,66
Aishwarya Parkland,2.9,59
Andhra Bhojanam,3.6,21
Donne Biriyani Mane,3.2,7
Bella?s Kitchen,2.9,31
Lalchee's Rasoi,3.6,162
Aramane Restaurant,2.9,90
Dream's Kitchen,3.1,7
Tandoor Hut,2.2,90
Cafe Talk,3.3,14
Zaika Take Away,2.4,96
Cafe Choco Craze,3.7,9
A M Biryani Hotel,3.3,6
Combo Studio,3.1,16
The Curry Hut Plus,3.4,116
Chai Point,3.6,132
Velvet Kitchen,3.5,15
Ammi's Biryani,2.4,392
Dine One One Restaurant,3.6,15
Upahara Bhavan,3.8,55
Wangs Kitchen,3.0,114
Vasudev Adiga's,2.3,291
Fresh Kitchen,3.4,13
Ambara Gardenia,3.8,257
Krishna Kuteera,4.0,398
Madeena Hotel,3.9,50
California Burrito,4.0,177
Biryani Nights,3.6,19
McDonald's,4.0,256
Kanteen The Eatery,3.9,78
Punjabi Nawabi,3.8,312
New Kabab Zone,3.5,54
Taco Bell,3.7,168
Purani Dilli By Anand Sweets,4.1,315
SGS Non Veg - Gundu Pulav,3.9,120
Shetty's Kitchen,3.7,108
Domino's Pizza,3.7,314
Polar Bear,3.9,188
Cravings,3.7,139
Manjushree Upahara,3.8,31
Box Magic,3.6,21
Burger King,3.8,472
Babu Moshai,3.0,43
KFC,3.8,369
Ingu Tengu,3.9,197
World on a Swirl,3.8,46
Soup Station,3.6,10
Green Onion,3.3,50
Malabar Cafe,3.3,4
Punjabi Corner,3.9,201
Chaitanya Grand,3.6,11
Sagar Grand,3.8,30
Burj Hotel,3.4,54
Five Star Chicken,3.5,9
Thejas Bhavan,3.5,27
Cravy Wings,4.2,289
Kailash Parbat,3.1,28
Garma Garam,3.2,144
Oottupura Family Restaurant,3.4,224
Darjeeling Momos & Fast Food Center,3.8,37
The Park Inn Restaurant,3.0,18
Five Star Chicken,3.2,100
Pot Biryani,3.1,166
Subway,3.2,167
Charlee's Chicken,3.2,35
FRYBIES,3.3,15
Kuttanad,3.6,140
Shuddh Desi Khana,4.0,597
More Pizza,3.5,19
Hunger Bee,3.8,56
Spar Refresh,3.4,5
Vishal Foods,3.3,57
Marhaba,3.5,25
Smoor,3.6,18
Kumbha Bhojanam,3.6,11
Manjushree Veg,3.5,10
Kalpavruksha,3.9,99
Mom's Momos,3.7,25
Rolls On Wheels,3.4,25
Just Shawarma,3.6,137
Faasos,3.9,114
Sai Shiv Sagar,2.8,14
Tiwari's,3.9,75
Namma Halli Jonne Biryani,3.3,4
Shree Guru Raghavendra Chats Chintamani Special,3.6,26
Hot Burg,3.5,51
Idly Pidly,3.2,148
Pizza Hut,2.4,204
Burrito Boys,3.0,6
Bangaliana,2.9,153
Ishta Cafe,3.9,63
Brews N Bites,2.7,48
Arabian Mexico,3.4,43
Mother's Rasoi,3.8,170
Bhavya Military Hotel,3.5,18
Neals Cafe,3.1,14
Smoke - The Sizzler House,3.8,92
Shree Krishna Sannidhi,3.4,76
New Royal Treat,2.8,102
Pathaan Sir,3.2,33
The Yummy Tummy,3.5,13
Thrupthi Restaurant,3.4,15
Panchami Garden,3.5,56
Santrupti Sagar,2.9,34
Bhojon Tripti,2.9,24
Darjeeling Momo Adda,3.1,81
Muddhe Bytes,3.4,9
Pizza Da Dhaba,3.2,8
Resto,3.7,40
SLV Kabab Centre,3.2,4
New Tandoori Point,3.3,9
Shiv Sagar,2.9,85
Little Shangai,3.3,4
Nadella's Kitchen,3.2,4
Uncle's Kitchen,2.8,12
Wow Vada Pav,3.3,11
Juicy Hut,3.2,9
Mom's Momos,3.3,6
Slice of Spice,3.1,4
Bao and Rolls,3.6,19
Loca Moca - The Indian Grub,3.4,4
Shanghai Times,3.2,23
Kanchan Dhaba,3.2,4
Encyclofoodia,3.9,26
Food Feast Multicusine Restaurant,3.3,16
Bangalir Rannaghar,2.9,58
Cane Recipes,3.5,14
Food Memories,3.3,5
Kanhaiyas,3.6,10
Hotel Annapoorna,3.2,9
Hotel Aradhana,3.7,51
Nammura Donne Biriyani,3.2,5
Chaat Central,3.3,4
Chaat Chatore,3.1,5
Cafe Indiana,3.5,17
Snackiey,3.5,11
Naga's,2.7,16
Suchi Ruchi Veg & Non Veg Resturant,3.2,4
Foodiction,2.9,54
Hotel Lakshmi Paradise,3.3,7
Shiv Sagar,3.6,10
Desi Bites,3.3,4
Shiv Sai,3.2,4
Ammachide Addukala,3.5,6
Chefeana,4.0,212
Ande Ka Funda,3.2,56
Hind Ka Chulah,3.8,182
Street Foods by Punjab Grill,3.6,19
Paratha Junction,2.4,158
Angel Restaurant,2.8,165
Bhukkad,3.1,7
Laa Raiba Restaurant,3.3,7
Shiv Sai Hotel,3.5,74
Red Chilli Restaurant,3.2,93
Chaatimes,3.4,8
Parisar Veg Restaurant,3.6,8
Hotel Khaaja,3.1,68
Intalia,3.6,323
Juicy Momos,3.1,21
Nellore Bhojanam,3.1,175
Shiv Sagar,3.6,10
Hakuna Matata,4.5,2781
Barbeque Nation,4.7,3844
Sattvam,4.3,353
Brewsky,4.4,4312
Three Dots & A Dash,4.3,1196
Hunger Camp,4.6,311
Kesariya,4.2,1212
24th Main,4.1,1235
55 Wall Street,3.9,1763
Zaitoon,4.1,1538
Checkpost,4.1,954
Crumb Together,4.1,585
